Recency,Frequency,Monetary,Cluster_2,Cluster_4,Segment,PCA1,PCA2
18,2,251.70000000000002,0,2,Recent Customers,-0.38578929515223237,-1.0410556500737749
8,2,319.0,0,2,Recent Customers,0.011601767453087983,-1.4287464921381512
32,3,1266.97,1,3,Regular Customers,0.42843231800890647,0.00641492960705281
22,3,1538.88,1,3,Regular Customers,0.6584610958810646,-0.15168411822968023
31,6,3518.03,1,3,Regular Customers,1.4305644127153538,0.5727399294706319
29,10,1715.46,1,0,Champions,1.5237952860433794,0.44324983849635435
22,2,293.1,0,2,Recent Customers,-0.3868346351514981,-0.8646829560623822
33,7,2467.35,1,3,Regular Customers,1.360080890239729,0.5330906841567933
284,1,158.68,0,1,At Risk,-2.0048008016252687,0.35339501124685363
39,2,206.34,0,2,Recent Customers,-0.7639724548214294,-0.6411834075254887
58,2,835.78,0,3,Regular Customers,-0.2508966095902065,0.11333913213814306
289,1,224.91,0,1,At Risk,-1.8469290872986335,0.49078636193486763
79,1,317.76,0,1,At Risk,-1.1917187189651806,-0.20023450320795694
5,8,3766.6,1,0,Champions,2.32978712842199,-0.36746310944148436
218,1,59.9,0,1,At Risk,-2.3612327251925707,-0.1646653628768543
44,4,1443.69,1,3,Regular Customers,0.5737343049697344,0.3359105785500933
202,1,306.13,0,1,At Risk,-1.5650504780894148,0.3765369912716604
178,3,711.79,0,3,Regular Customers,-0.49058658194804716,0.8685468901559928
56,4,783.97,0,3,Regular Customers,0.19419721830657002,0.263599629920953
57,2,239.92000000000002,0,1,At Risk,-0.8347358852252073,-0.3509670579680499
8,6,3347.31,1,0,Champions,1.8915536191516493,-0.24952667585174634
47,2,144.0,0,1,At Risk,-1.0031893834527847,-0.655852235243191
227,1,203.95,0,1,At Risk,-1.8012139169846648,0.3028395993358386
11,7,2474.23,1,0,Champions,1.7592339596660531,-0.12611057467004014
106,2,383.75,0,1,At Risk,-0.8467001530054091,0.20774083296748452
59,2,444.74,0,1,At Risk,-0.5559520955527459,-0.1053913413579328
28,7,2093.68,1,3,Regular Customers,1.3430110709506522,0.3724700519925807
36,7,1699.3000000000002,1,3,Regular Customers,1.1510409258285381,0.45093924006741154
274,2,262.62,0,1,At Risk,-1.38655536442171,0.6684394914150846
30,1,1013.01,0,2,Recent Customers,-0.28086271297579823,-0.37976273277810235
24,3,692.22,0,2,Recent Customers,0.24818007514308155,-0.38950147884184616
54,1,289.78,0,1,At Risk,-1.0921479525236248,-0.4712261242781265
36,6,3560.08,1,3,Regular Customers,1.3807374251680813,0.6691022118048846
175,4,1564.56,0,3,Regular Customers,0.09085505425779176,1.2297493642956474
54,1,384.08,0,1,At Risk,-0.9589651773732921,-0.3689269131989057
53,1,204.24,0,1,At Risk,-1.2503282231162864,-0.6097423244943008
27,8,2317.2200000000003,1,0,Champions,1.511071984020978,0.43220864122965746
253,1,226.85,0,1,At Risk,-1.792242106887473,0.40987452795262586
40,7,2781.23,1,3,Regular Customers,1.3453242283134015,0.6953670936789197
60,6,1059.1200000000001,1,3,Regular Customers,0.6152296079197195,0.5447425234752429
234,1,113.5,0,1,At Risk,-2.0888146978979645,0.10997319976904818
4,10,1951.97,1,0,Champions,2.269451266906376,-0.645596659110483
32,1,114.23,0,1,At Risk,-1.3359094359701402,-1.132177738035322
24,14,3187.55,1,0,Champions,2.167734437620851,0.6718625862605434
7,2,334.48,0,2,Recent Customers,0.07899439880690479,-1.486207884087892
65,1,328.65,0,1,At Risk,-1.10230472441184,-0.30995122880748344
310,2,416.89,0,1,At Risk,-1.2151014493113834,0.9142198411652843
309,1,393.49,0,1,At Risk,-1.6080836756280081,0.7360926920702412
19,6,939.32,1,3,Regular Customers,0.9843520873073764,-0.20586009300491362
16,8,1906.09,1,0,Champions,1.6091204290129761,0.04477985720890387
96,2,318.76,0,1,At Risk,-0.8969490396086459,0.0781542089389775
264,8,3638.41,1,3,Regular Customers,0.8663763577540828,2.02125972903657
12,10,3124.72,1,0,Champions,2.127449500070425,0.1314264897557642
3,2,417.77,1,2,Recent Customers,0.44892373760699755,-1.84485299443424
35,1,190.88,0,1,At Risk,-1.1273567008859138,-0.8912957452157027
183,1,149.89000000000001,0,1,At Risk,-1.86450329624855,0.05539268393029189
25,2,550.06,0,2,Recent Customers,-0.1359348930273632,-0.558268376510755
13,6,916.13,1,3,Regular Customers,1.1087610584358472,-0.44106369161845166
11,2,314.69,0,2,Recent Customers,-0.10472189009172328,-1.2513132125954318
3,17,3719.1,1,0,Champions,3.105859887712531,-0.36398039842952223
313,1,382.5,0,1,At Risk,-1.6263780250610151,0.7339298961205505
108,2,1135.04,0,3,Regular Customers,-0.34040140947670766,0.6138083748665955
1,26,8540.05,1,0,Champions,4.131616790872026,-0.34559049921756124
53,1,954.9,0,1,At Risk,-0.5208525657038808,-0.049423738471815526
205,1,171.45,0,1,At Risk,-1.844319871835637,0.17563142284151637
15,1,280.09000000000003,0,2,Recent Customers,-0.6365481445754178,-1.2663185896516562
120,1,318.65,0,1,At Risk,-1.3484536761535588,0.0630807564261027
4,2,381.97,1,2,Recent Customers,0.3213103469227288,-1.7359414738906167
363,1,269.83,0,1,At Risk,-1.8477565933062319,0.700912973878192
117,2,348.91,0,1,At Risk,-0.9290866690875444,0.23520566133205129
18,1,178.26,0,2,Recent Customers,-0.9154876155939811,-1.3212093464725543
5,2,271.19,0,2,Recent Customers,0.08976047109584599,-1.7447211507604343
41,2,291.48,0,2,Recent Customers,-0.6194834615919027,-0.4849540599891238
107,2,240.0,0,1,At Risk,-1.0720621201668292,0.04326433243932758
148,2,581.23,0,1,At Risk,-0.7767570956180269,0.5685276482731305
52,5,1253.3600000000001,1,3,Regular Customers,0.6092202326070011,0.4579318594513309
208,1,63.440000000000005,0,1,At Risk,-2.316588656881978,-0.1737158805296412
139,2,550.01,0,1,At Risk,-0.7790890826774363,0.5089587342611045
2,3,296.58,1,2,Recent Customers,0.657140076596627,-2.041607210253618
127,2,317.2,0,1,At Risk,-1.0052033572448837,0.2521756798379196
108,4,763.64,0,3,Regular Customers,-0.06589280887033802,0.6650212668576787
42,4,2148.63,1,3,Regular Customers,0.7795307194473422,0.4518254902085385
35,1,107.82,0,1,At Risk,-1.396285896857901,-1.0978633329014944
228,2,1065.3500000000001,0,1,At Risk,-0.6540041734117134,1.0613693180832233
241,1,246.04,0,1,At Risk,-1.7354132029309772,0.40864478483340305
58,1,187.82999999999998,0,1,At Risk,-1.3236681954996758,-0.5839553435607684
130,3,1685.46,0,3,Regular Customers,0.03701160470033593,0.9842921838018568
60,6,1647.48,1,3,Regular Customers,0.8245557936196899,0.7055283580635224
22,1,151.37,0,2,Recent Customers,-1.0655327001676518,-1.2592850584488104
26,7,1049.06,1,3,Regular Customers,1.042878475694829,0.0756670979710614
9,7,1417.63,1,0,Champions,1.5649456720637789,-0.4444220559252468
32,3,931.02,0,3,Regular Customers,0.2824786065372771,-0.10569378355632959
4,2,513.01,1,2,Recent Customers,0.46084771977668887,-1.6287612237200186
308,1,550.8000000000001,0,1,At Risk,-1.4477266813748226,0.8562684349125889
8,9,1854.06,1,0,Champions,1.934287639515635,-0.32816819859898877
29,3,547.0,0,2,Recent Customers,0.06707285111006014,-0.35953557860958585
17,1,128.18,0,2,Recent Customers,-1.0501818609237108,-1.474808930560516
101,2,498.42,0,1,At Risk,-0.7047340391635225,0.2724072058799265
12,4,656.61,1,2,Recent Customers,0.674887801579751,-0.7378985636091769
21,1,163.24,0,2,Recent Customers,-1.0129824884493681,-1.2601431122910403
15,5,1135.63,1,3,Regular Customers,1.02000876016684,-0.33723033087812254
361,1,250.04,0,1,At Risk,-1.8816303790895303,0.6697847366403209
11,19,8631.31,1,0,Champions,3.180654741049467,0.6793450309233613
95,1,82.75,0,1,At Risk,-1.8951225990457925,-0.5714506312272692
78,2,1384.85,0,3,Regular Customers,-0.1231906455023308,0.482135511698731
139,3,644.3,0,3,Regular Customers,-0.4438780754235234,0.6765333837183415
31,1,2328.84,0,3,Regular Customers,0.10145311182760963,-0.056659332078871034
25,8,2527.92,1,0,Champions,1.5806291462244113,0.4169120478038485
2,38,6281.23,1,0,Champions,4.163828604545074,-0.059758228910560075
46,3,2600.34,1,3,Regular Customers,0.6340752182160129,0.4923207143192085
100,3,1200.6200000000001,0,3,Regular Customers,-0.024359822353051997,0.6959691038875203
8,2,657.16,1,2,Recent Customers,0.35352817495612837,-1.1661089123517998
15,7,906.52,1,3,Regular Customers,1.1735850990978223,-0.3091713451626717
18,4,986.48,1,3,Regular Customers,0.7226887130212015,-0.3492613288249259
280,1,96.8,0,1,At Risk,-2.2318548986220534,0.16588448548513557
14,2,523.11,0,2,Recent Customers,0.05040654885119931,-0.9252244626592819
23,2,363.9,0,2,Recent Customers,-0.3008153102709639,-0.759142747246745
124,1,175.2,0,1,At Risk,-1.6432878089520913,-0.13322423239419592
86,1,494.25,0,1,At Risk,-1.0148368564315207,0.013418215176342093
302,2,307.02,0,1,At Risk,-1.3497893648005324,0.7865975985929924
151,4,1981.06,0,3,Regular Customers,0.2587073229607117,1.222725449630804
17,8,6493.54,1,0,Champions,2.1683083343530587,0.5273044974406081
94,2,243.36,0,1,At Risk,-1.0165042451621693,-0.03299806156641008
30,11,12353.29,1,0,Champions,2.5258623164660317,1.2161644126399855
157,3,682.29,0,3,Regular Customers,-0.4629581165922997,0.7740435425230994
355,1,193.64,0,1,At Risk,-1.9958997662414295,0.5665138195733161
46,1,157.62,0,1,At Risk,-1.3194679876563944,-0.791599749968689
15,4,519.6899999999999,1,2,Recent Customers,0.4848749519844396,-0.6912946329588067
4,15,2622.88,1,0,Champions,2.7485162234658387,-0.3947184453083891
86,1,228.96,0,1,At Risk,-1.3785887570430975,-0.2659837752021298
15,5,1156.6,1,3,Regular Customers,1.0286768701489861,-0.33057225657594247
179,1,98.25,0,1,At Risk,-2.0547355117469466,-0.11110905732988122
8,4,1281.32,1,2,Recent Customers,1.1320057322188257,-0.7277917073880676
36,3,587.15,0,3,Regular Customers,0.020486016421812546,-0.20083451184841855
129,2,1740.0,0,3,Regular Customers,-0.20528204130453304,0.8809822335995611
51,1,1393.06,0,3,Regular Customers,-0.3275263569876498,0.06407372767117489
312,1,178.22,0,1,At Risk,-1.9858617633774036,0.45484826391333016
24,2,384.39,0,2,Recent Customers,-0.290504943610866,-0.7133668410288805
303,2,360.81,0,1,At Risk,-1.2747305393402508,0.8473066712341196
11,1,127.86,0,2,Recent Customers,-0.896471017525083,-1.7327511275251384
17,3,568.24,0,2,Recent Customers,0.28023786190144656,-0.6695167321930156
49,3,488.2,0,3,Regular Customers,-0.18188001409817026,-0.07704348484585662
239,2,312.23,0,1,At Risk,-1.2527949423854614,0.6449398303621193
1,11,4462.68,1,0,Champions,3.090153227109791,-0.8921232906099672
13,8,4767.36,1,0,Champions,2.117815130077348,0.25546292160886197
238,1,167.55,0,1,At Risk,-1.9119262153440157,0.26149516161937425
23,8,1878.87,1,0,Champions,1.4705756416510762,0.2581508550351034
73,4,446.18,0,3,Regular Customers,-0.17230943155105571,0.2241336181751276
17,3,418.4,0,2,Recent Customers,0.13539423507002615,-0.7807727766625946
41,8,1337.18,1,3,Regular Customers,1.095641778958433,0.48912120660600106
40,4,646.92,0,3,Regular Customers,0.22907746744775442,-0.01515195133859427
219,2,495.77,0,1,At Risk,-1.0008812537055083,0.7577473580257205
199,3,400.1,0,1,At Risk,-0.8055903183413465,0.7294616283068057
71,2,203.2,0,1,At Risk,-0.9957414254587335,-0.2741221218431699
24,20,4058.32,1,0,Champions,2.5866795068192427,0.8885067024325334
11,1,389.71999999999997,0,2,Recent Customers,-0.3705070187890815,-1.328752171458703
9,29,20275.61,1,0,Champions,4.022098674019434,1.029877665712099
65,1,65.4,0,1,At Risk,-1.862060501131113,-0.8935283203910723
4,1,193.39000000000001,0,2,Recent Customers,-0.36709943610873097,-2.138003257831722
19,2,336.4,0,2,Recent Customers,-0.2683209065507652,-0.903259852521092
15,1,256.11,0,2,Recent Customers,-0.6788290195907253,-1.298795012769607
8,6,2686.42,1,0,Champions,1.787299085099431,-0.3296057744659267
20,2,746.81,0,2,Recent Customers,0.0904121629013072,-0.582467182503846
78,4,1259.56,0,3,Regular Customers,0.29410566838236796,0.6430252774724112
1,34,31833.68,1,0,Champions,4.990271676911044,0.23285117461023053
164,2,508.8,0,1,At Risk,-0.8787107492339736,0.5848051084020691
307,2,417.27,0,1,At Risk,-1.2109677252579614,0.9084060501661498
219,1,203.86999999999998,0,1,At Risk,-1.7877547983553748,0.2800544339309005
39,8,7330.8,1,0,Champions,1.9207757261918572,1.0776703166570347
22,2,681.41,0,2,Recent Customers,0.01226722184656335,-0.5581282603438971
115,3,653.38,0,3,Regular Customers,-0.36541717152558967,0.5624093144316031
126,5,2097.84,1,3,Regular Customers,0.5194700191212732,1.1994029351360669
5,13,2633.85,1,0,Champions,2.5600206424060947,-0.32869715998206894
36,1,263.92,0,2,Recent Customers,-0.9848805197403954,-0.7564496441173056
4,15,31906.82,1,0,Champions,3.9330502098693914,0.5151356418198224
1,3,1031.41,1,2,Recent Customers,1.401861307660335,-1.8455875767223915
333,3,2184.42,0,3,Regular Customers,-0.19762709025992636,1.6720136163783257
163,1,32.65,0,1,At Risk,-2.532035494308499,-0.5640563022449547
185,2,771.85,0,1,At Risk,-0.7271943298405703,0.8122845934803947
16,5,1214.72,1,3,Regular Customers,1.0287461273812335,-0.27429863926668807
12,3,778.94,1,2,Recent Customers,0.5538671984037317,-0.7611203260006622
3,7,1258.06,1,0,Champions,1.858387717567093,-1.068750753836817
44,2,778.0,0,3,Regular Customers,-0.18134881783678364,-0.08443709404873447
80,1,507.84,0,1,At Risk,-0.9747038383599094,-0.022022834038098987
30,7,6893.42,1,0,Champions,1.882402112641998,0.8486289139941984
42,2,463.46000000000004,0,2,Recent Customers,-0.4091850037397156,-0.30160033658168284
11,12,4226.57,1,0,Champions,2.4523636662672694,0.25456214762283325
50,3,598.83,0,3,Regular Customers,-0.09277617149408099,0.009762218822642405
16,6,1979.37,1,3,Regular Customers,1.3995939359507223,-0.0376204890712507
46,2,698.41,0,3,Regular Customers,-0.2490616486192802,-0.09612204741312447
19,2,759.17,0,2,Recent Customers,0.11682281491025148,-0.6074265601670039
8,6,5037.26,1,0,Champions,2.0852959718849435,-0.1007109613956069
72,1,100.8,0,1,At Risk,-1.6979548379559029,-0.6739953537205072
1,28,17256.85,1,0,Champions,4.529790252738226,-0.062080860820899704
128,3,524.9200000000001,0,1,At Risk,-0.5096153798944643,0.5501545028395606
33,2,265.76,0,2,Recent Customers,-0.5824083641254236,-0.65243435901681
313,1,403.3,0,1,At Risk,-1.6013342873537093,0.7531662771543626
18,2,365.76,0,2,Recent Customers,-0.20916413574073517,-0.9053878473557248
88,1,303.15999999999997,0,1,At Risk,-1.2546740137123529,-0.14972633524897094
2,7,2373.82,1,0,Champions,2.2691600606208953,-1.0200146342445302
2,2,216.29999999999998,0,2,Recent Customers,0.24775130031633188,-2.2661586515103207
254,1,388.45000000000005,0,1,At Risk,-1.5395729586547955,0.6075964147690507
157,3,186.42000000000002,0,1,At Risk,-1.0763102327641136,0.30292077512827686
37,6,2248.56,1,3,Regular Customers,1.1527567011853113,0.51871849004214
220,1,534.24,0,1,At Risk,-1.3341368527586863,0.6326892494795642
148,3,2940.04,0,3,Regular Customers,0.25152264136699604,1.2684563066864056
177,2,120.9,0,1,At Risk,-1.5861107931883738,0.11177171482408774
40,2,541.53,0,2,Recent Customers,-0.31732261031317854,-0.27520779303304466
2,7,2519.21,1,0,Champions,2.2973346618998827,-0.9983734011341779
8,46,194390.79,1,0,Champions,5.540368556558028,1.9580683723565675
1,7,1721.4,1,0,Champions,2.2717467445505317,-1.3940370245467484
18,2,486.71999999999997,0,2,Recent Customers,-0.07401378092627402,-0.8015773158587649
192,4,517.53,0,3,Regular Customers,-0.46830988546102115,0.8857560692539413
204,1,131.7,0,1,At Risk,-1.9666975287561443,0.07711907133271066
365,1,249.86,0,1,At Risk,-1.8861683012225157,0.6764899007849361
127,5,1737.7,1,3,Regular Customers,0.42721553037864063,1.1358146019302737
15,1,316.5,0,2,Recent Customers,-0.5787946150655097,-1.2219574438560745
43,2,657.3,0,2,Recent Customers,-0.2525884582873284,-0.15999734420877007
94,6,622.4300000000001,0,3,Regular Customers,0.19427372378888316,0.6322216507079098
23,3,735.82,1,2,Recent Customers,0.29269569223451924,-0.3931649206055544
60,2,675.69,0,3,Regular Customers,-0.36431700551741464,0.05713425696898025
16,5,1875.86,1,3,Regular Customers,1.2346546623507055,-0.11613794124790597
158,1,289.96000000000004,0,1,At Risk,-1.4973725376708382,0.20196722447687976
10,2,763.28,1,2,Recent Customers,0.3477520596841019,-0.9844530571742918
10,2,137.0,0,2,Recent Customers,-0.4638507781613753,-1.6078544687121685
16,5,1870.97,1,3,Regular Customers,1.233417678012705,-0.1170880830492911
45,5,1125.07,1,3,Regular Customers,0.6121729563745992,0.3288398597553892
191,3,697.54,0,3,Regular Customers,-0.526943585243564,0.9056369714723868
79,1,194.37,0,1,At Risk,-1.4238383826574228,-0.3785282686358588
78,1,511.82,0,1,At Risk,-0.9614591115968012,-0.0350344386956749
4,4,1255.59,1,2,Recent Customers,1.3469282941467282,-1.107792912054239
65,3,414.04,0,3,Regular Customers,-0.3658842986044588,0.03908332364492219
261,1,396.87,0,1,At Risk,-1.5397757232954232,0.6325542749565386
59,2,376.64,0,1,At Risk,-0.6345644611162256,-0.16577439741858113
1,7,2092.32,1,0,Champions,2.364222562221201,-1.3230052925458429
1,10,3558.87,1,0,Champions,2.904142566912165,-1.0078079061912637
248,1,374.57,0,1,At Risk,-1.5476847354472916,0.5792847917629643
8,2,497.56,0,2,Recent Customers,0.22184373980617755,-1.267257231359621
359,1,271.05,0,1,At Risk,-1.8414044596357422,0.6955450224694102
76,1,272.22,0,1,At Risk,-1.2502146521065463,-0.280610451011592
290,1,622.88,0,1,At Risk,-1.3665867148835118,0.8629350935762312
17,3,1138.0,1,2,Recent Customers,0.6091139714798119,-0.4169032353298209
221,2,288.6,0,1,At Risk,-1.2602051688652882,0.566950087653787
9,4,689.1,1,2,Recent Customers,0.7979763243849609,-0.8866571297124588
3,2,558.96,1,2,Recent Customers,0.5866865576898364,-1.7390357985197138
206,9,2997.0299999999997,1,3,Regular Customers,0.9641479707806465,1.8343661542926395
162,2,1145.84,0,3,Regular Customers,-0.4896319249476491,0.872351676082837
76,1,302.2,0,1,At Risk,-1.200847793270013,-0.2426912027699473
262,2,605.58,0,1,At Risk,-0.9743846538178059,0.9436567569447007
281,1,387.31,0,1,At Risk,-1.5794085704181504,0.6703302937551293
58,8,6083.64,1,3,Regular Customers,1.6839011919834976,1.256147402404925
25,1,308.48,0,2,Recent Customers,-0.7763885921792281,-0.9234945445713993
3,31,91062.38,1,0,Champions,5.142741544084694,1.0207621618997855
29,10,2924.9900000000002,1,0,Champions,1.7766950933558678,0.6375050696322997
72,1,513.2,0,1,At Risk,-0.9300114560664781,-0.08412926907014054
128,1,208.65,0,1,At Risk,-1.5729026313599288,-0.04995019254271754
31,4,639.02,1,3,Regular Customers,0.31793353863928075,-0.1767321781269727
15,5,764.88,1,2,Recent Customers,0.8328133197609952,-0.4810172871833154
309,1,153.94,0,1,At Risk,-2.051208525189073,0.39572343284338807
17,6,1844.02,1,3,Regular Customers,1.3441923672920044,-0.027169044916911123
54,1,546.81,0,1,At Risk,-0.7918360556616966,-0.24055312552132863
30,3,723.2099999999999,0,3,Regular Customers,0.18674467527424116,-0.23720654540620034
2,5,1070.71,1,0,Champions,1.6315782638475844,-1.4198437414296536
11,4,652.74,1,2,Recent Customers,0.7026653327391987,-0.790790163243375
361,1,145.0,0,1,At Risk,-2.138625379168912,0.47238394115645155
360,1,422.70000000000005,0,1,At Risk,-1.632394317447542,0.858660509619111
5,4,1195.8999999999999,1,2,Recent Customers,1.2542061793610297,-1.0099373996934895
54,4,939.37,0,3,Regular Customers,0.2934871842000666,0.306742118835264
1,8,3628.5,1,0,Champions,2.7317482970719285,-1.0775134571260139
1,10,2367.12,1,0,Champions,2.71086365738609,-1.1562676446255413
190,1,296.7,0,1,At Risk,-1.5565608318231037,0.32655200649406035
54,1,223.36,0,1,At Risk,-1.2151036310795007,-0.5656697856283152
280,1,164.4,0,1,At Risk,-1.982713555994966,0.3572527969593478
177,1,76.5,0,1,At Risk,-2.167756340936456,-0.2082832403162398
30,2,887.67,0,2,Recent Customers,0.023465756985106834,-0.27271819316936796
26,1,98.42,0,2,Recent Customers,-1.32922800555543,-1.313138210309372
25,2,578.9,0,2,Recent Customers,-0.11174727974064984,-0.5396895944248055
270,1,170.75,0,1,At Risk,-1.951008601467556,0.3480023148745751
43,3,642.32,0,3,Regular Customers,-0.0031905289973080788,-0.058336700268213804
234,1,103.3,0,1,At Risk,-2.133055052587243,0.07599167792833272
24,2,148.86,0,2,Recent Customers,-0.7383706078551602,-1.057377574173211
197,3,267.16,0,1,At Risk,-0.9926589192114247,0.5764518906018735
359,1,290.34,0,1,At Risk,-1.8089223870399698,0.7204948735069389
60,4,930.41,0,3,Regular Customers,0.249395358469707,0.36889343469247116
130,1,1487.6,0,1,At Risk,-0.649362726502677,0.6736986083439911
1,5,1952.45,1,0,Champions,2.071120402080235,-1.458235655482187
20,2,480.31,0,2,Recent Customers,-0.1185185011534811,-0.7429492123980035
206,1,157.9,0,1,At Risk,-1.8849709684570148,0.14889767307250396
14,3,541.46,1,2,Recent Customers,0.32703582499395306,-0.8026471101089614
95,4,854.95,0,3,Regular Customers,0.03610880411913034,0.6255963370568879
19,1,165.12,0,2,Recent Customers,-0.9711775193714066,-1.316418411464527
14,7,1122.38,1,3,Regular Customers,1.2994147913968284,-0.2723701070237571
24,3,454.01,0,2,Recent Customers,0.04854730262452837,-0.5428416920274738
8,2,869.77,1,2,Recent Customers,0.4862584527503445,-1.0641572696611632
7,8,4331.48,1,0,Champions,2.2861335991120386,-0.13421107421462652
332,1,344.14,0,1,At Risk,-1.698791230333373,0.732790010022356
50,4,1425.67,1,3,Regular Customers,0.5199707720686566,0.41068460076986885
71,4,226.75000000000003,0,1,At Risk,-0.4817618374520598,-0.03896882870215679
29,3,380.6,0,2,Recent Customers,-0.10452515866619624,-0.49134197026241505
243,1,185.65,0,1,At Risk,-1.8714701817976969,0.3117704424481734
8,19,3564.83,1,0,Champions,2.8713405366717444,0.17497444713110813
218,1,143.45999999999998,0,1,At Risk,-1.951671625658825,0.1499231965201655
5,3,448.90000000000003,1,2,Recent Customers,0.58834775851552,-1.451655314089613
253,3,215.72,0,1,At Risk,-1.1887866282635717,0.6567771854756272
1,25,11025.24,1,0,Champions,4.218563496185472,-0.2670113502956735
236,1,175.27,0,1,At Risk,-1.8874813243931459,0.2724786340821302
7,2,1242.3,1,2,Recent Customers,0.7001201970829696,-1.0091140626618869
109,4,1116.68,0,3,Regular Customers,0.11061054130360065,0.8090645418039316
100,3,1240.2,0,3,Regular Customers,-0.008993385573525135,0.7077722395247671
60,4,2404.17,1,3,Regular Customers,0.6992154992565128,0.7144054235971361
2,3,1468.02,1,2,Recent Customers,1.4142089395613218,-1.4600939678203493
73,7,2203.67,1,3,Regular Customers,1.0094329616631834,0.9849606066247615
4,5,3923.86,1,0,Champions,2.051933457333296,-0.6232484815765515
85,2,993.18,0,3,Regular Customers,-0.31311315098257203,0.4149856126191782
12,2,386.69,0,2,Recent Customers,-0.03788499845312709,-1.1257471939304664
23,7,2806.69,1,0,Champions,1.5542103582668585,0.3592005164647922
214,1,2044.3700000000001,0,3,Regular Customers,-0.6879606561277601,1.1034994818309543
18,1,161.67000000000002,0,2,Recent Customers,-0.961534595974476,-1.356578558145669
239,1,116.00999999999999,0,1,At Risk,-2.0865751948513465,0.13121732812939232
2,6,5054.42,1,0,Champions,2.506575872378913,-0.795922370452641
78,1,394.72,0,1,At Risk,-1.0843687748197937,-0.12944275514299464
217,2,309.36,0,1,At Risk,-1.2204327014319274,0.5806383475659284
33,2,191.99,0,2,Recent Customers,-0.735897735985145,-0.7703312990120225
41,5,1105.78,1,3,Regular Customers,0.6387311567439489,0.26487657274565146
7,15,3961.12,1,0,Champions,2.764387181576154,0.05333145670592119
53,6,2048.45,1,3,Regular Customers,0.9743495719308074,0.7075517922124996
23,14,4544.55,1,0,Champions,2.3514556045744532,0.7751245176366736
57,1,386.32,0,1,At Risk,-0.9765028655119514,-0.3331462602480028
130,3,329.6,0,1,At Risk,-0.7356143290305112,0.3908293775884024
174,3,571.1999999999999,0,1,At Risk,-0.5861246455141556,0.7742049919898119
6,3,930.28,1,2,Recent Customers,0.8744271043540996,-1.0889624173790535
312,1,214.37,0,1,At Risk,-1.89873881938736,0.5217683924886682
60,1,81.44,0,1,At Risk,-1.72937157070049,-0.8646661141644086
21,3,1379.9,1,3,Regular Customers,0.6237733087049363,-0.21955067563368594
33,1,527.0500000000001,0,2,Recent Customers,-0.6255247664821282,-0.5588389253998849
15,2,843.48,0,2,Recent Customers,0.2519343948112726,-0.7105786359135753
18,4,2020.4,1,3,Regular Customers,1.0623687180800485,-0.08834923641896612
81,1,75.75,0,1,At Risk,-1.8762942745141618,-0.7031660416713325
6,8,1814.12,1,0,Champions,1.924632419597888,-0.5357149868074895
170,2,503.59999999999997,0,1,At Risk,-0.8972162443312783,0.6037140943918853
2,3,528.33,1,2,Recent Customers,0.9302199942545195,-1.831851405822844
31,4,1324.84,1,3,Regular Customers,0.6632620155408135,0.08851857002976037
36,9,2358.59,1,3,Regular Customers,1.50832760735216,0.6556396763524157
19,1,285.56,0,2,Recent Customers,-0.7126501185711085,-1.1178405614807037
31,2,547.0600000000001,0,2,Recent Customers,-0.21784109585392838,-0.42862649546192383
276,1,108.5,0,1,At Risk,-2.1727985659555413,0.1979507191667315
87,1,621.66,0,1,At Risk,-0.9106503995442271,0.10404345738109029
120,2,712.29,0,1,At Risk,-0.6009777586422098,0.5105119130354929
373,1,101.55,0,1,At Risk,-2.318581300886867,0.3644001909668548
1,11,2895.64,1,0,Champions,2.8851178877740047,-1.0496132770870872
219,3,1008.39,0,3,Regular Customers,-0.4044048637855546,1.1260029326166903
65,1,133.06,0,1,At Risk,-1.5289233552520396,-0.6376418728670257
61,4,1797.5,1,3,Regular Customers,0.5551823530232366,0.6188511600377773
138,1,868.49,0,1,At Risk,-0.9269523805347006,0.5154491611638775
21,1,166.08,0,2,Recent Customers,-1.0048535812339354,-1.2538992057938503
12,10,3945.0,1,0,Champions,2.237945645110493,0.21629984107416725
25,12,4867.72,1,0,Champions,2.2239591967051022,0.7961419654671402
37,4,1207.56,1,3,Regular Customers,0.5537008599464361,0.1637292322719742
277,1,117.55,0,1,At Risk,-2.1365223190709335,0.22915673475942838
11,7,2638.94,1,0,Champions,1.7897804209460855,-0.10264748879664537
73,5,1674.69,1,3,Regular Customers,0.6190347755658117,0.7749960546369522
26,2,595.42,0,2,Recent Customers,-0.11284524459222568,-0.5055343504309088
17,12,2999.46,1,0,Champions,2.1349070002340507,0.3867293075818927
141,1,178.75,0,1,At Risk,-1.6825395274729875,-0.04512407594305914
26,7,1802.91,1,3,Regular Customers,1.2994484230965992,0.2727414056374359
19,2,604.64,0,2,Recent Customers,0.00906795690210872,-0.6901942975995943
4,2,728.16,1,2,Recent Customers,0.6266364319620482,-1.5014170199124448
66,5,2055.51,1,3,Regular Customers,0.7540949744390371,0.7865839826121164
1,2,347.75,1,2,Recent Customers,0.626949988407808,-2.3509010589826858
43,7,3406.7200000000003,1,3,Regular Customers,1.4145027876175942,0.8139913425068058
228,1,205.7,0,1,At Risk,-1.798854213759023,0.3087105581029734
16,4,1572.71,1,3,Regular Customers,0.9861497336383533,-0.25003932654592587
50,2,3178.17,1,3,Regular Customers,0.4376746046318417,0.5071122745401441
